sexe,preusuel,annais,dpt,nombre
1,LUCAS,2006,92,185
1,LUCAS,2006,93,115
1,LUCAS,2006,94,138
1,LUCAS,2006,95,149
1,LUCAS,2006,971,46
1,LUCAS,2006,972,35
1,LUCAS,2006,973,9
1,LUCAS,2006,974,199
1,LUCAS,2007,01,40
1,LUCAS,2007,02,68
1,LUCAS,2007,03,53
1,LUCAS,2007,04,12
1,LUCAS,2007,05,6
1,LUCAS,2007,06,106
1,LUCAS,2007,07,35
1,LUCAS,2007,08,33
1,LUCAS,2007,09,16
1,LUCAS,2007,10,40
1,LUCAS,2007,11,41
1,LUCAS,2007,12,27
1,LUCAS,2007,13,176
1,LUCAS,2007,14,98
1,LUCAS,2007,15,16
1,LUCAS,2007,16,43
1,LUCAS,2007,17,63
1,LUCAS,2007,18,38
1,LUCAS,2007,19,31
1,LUCAS,2007,20,38
1,LUCAS,2007,21,62
1,LUCAS,2007,22,56
1,LUCAS,2007,23,4
1,LUCAS,2007,24,41
1,LUCAS,2007,25,91
1,LUCAS,2007,26,37
1,LUCAS,2007,27,47
1,LUCAS,2007,28,64
1,LUCAS,2007,29,79
1,LUCAS,2007,30,54
1,LUCAS,2007,31,154
1,LUCAS,2007,32,10
1,LUCAS,2007,33,148
1,LUCAS,2007,34,111
1,LUCAS,2007,35,114
1,LUCAS,2007,36,26
1,LUCAS,2007,37,83
1,LUCAS,2007,38,127
1,LUCAS,2007,39,33
1,LUCAS,2007,40,35
1,LUCAS,2007,41,41
1,LUCAS,2007,42,98
1,LUCAS,2007,43,11
1,LUCAS,2007,44,154
1,LUCAS,2007,45,82
1,LUCAS,2007,46,11
1,LUCAS,2007,47,39
1,LUCAS,2007,48,6
1,LUCAS,2007,49,94
1,LUCAS,2007,50,51
1,LUCAS,2007,51,72
1,LUCAS,2007,52,26
1,LUCAS,2007,53,42
1,LUCAS,2007,54,100
1,LUCAS,2007,55,22
1,LUCAS,2007,56,57
1,LUCAS,2007,57,148
1,LUCAS,2007,58,25
1,LUCAS,2007,59,440
1,LUCAS,2007,60,95
1,LUCAS,2007,61,44
1,LUCAS,2007,62,229
1,LUCAS,2007,63,83
1,LUCAS,2007,64,67
1,LUCAS,2007,65,25
1,LUCAS,2007,66,42
1,LUCAS,2007,67,127
1,LUCAS,2007,68,100
1,LUCAS,2007,69,233
1,LUCAS,2007,70,14
1,LUCAS,2007,71,60
1,LUCAS,2007,72,74
1,LUCAS,2007,73,47
1,LUCAS,2007,74,95
1,LUCAS,2007,75,213
1,LUCAS,2007,76,174
1,LUCAS,2007,77,142
1,LUCAS,2007,78,149
1,LUCAS,2007,79,43
1,LUCAS,2007,80,83
1,LUCAS,2007,81,37
1,LUCAS,2007,82,23
1,LUCAS,2007,83,86
1,LUCAS,2007,84,76
1,LUCAS,2007,85,64
1,LUCAS,2007,86,42
1,LUCAS,2007,87,50
1,LUCAS,2007,88,44
1,LUCAS,2007,89,42
1,LUCAS,2007,90,25
1,LUCAS,2007,91,127
1,LUCAS,2007,92,167
1,LUCAS,2007,93,95
1,LUCAS,2007,94,139
1,LUCAS,2007,95,154
1,LUCAS,2007,971,40
1,LUCAS,2007,972,45
1,LUCAS,2007,973,13
1,LUCAS,2007,974,162
1,LUCAS,2008,01,46
1,LUCAS,2008,02,78
1,LUCAS,2008,03,45
1,LUCAS,2008,04,13
1,LUCAS,2008,05,15
1,LUCAS,2008,06,106
1,LUCAS,2008,07,24
1,LUCAS,2008,08,26
1,LUCAS,2008,09,14
1,LUCAS,2008,10,37
1,LUCAS,2008,11,35
1,LUCAS,2008,12,31
1,LUCAS,2008,13,193
1,LUCAS,2008,14,91
1,LUCAS,2008,15,12
1,LUCAS,2008,16,44
1,LUCAS,2008,17,63
1,LUCAS,2008,18,21
1,LUCAS,2008,19,32
1,LUCAS,2008,20,23
1,LUCAS,2008,21,52
1,LUCAS,2008,22,47
1,LUCAS,2008,23,5
1,LUCAS,2008,24,35
1,LUCAS,2008,25,83
1,LUCAS,2008,26,43
1,LUCAS,2008,27,37
1,LUCAS,2008,28,37
1,LUCAS,2008,29,84
1,LUCAS,2008,30,49
1,LUCAS,2008,31,147
1,LUCAS,2008,32,8
1,LUCAS,2008,33,148
1,LUCAS,2008,34,111
1,LUCAS,2008,35,88
1,LUCAS,2008,36,24
1,LUCAS,2008,37,66
1,LUCAS,2008,38,131
1,LUCAS,2008,39,35
1,LUCAS,2008,40,26
1,LUCAS,2008,41,30
1,LUCAS,2008,42,111
1,LUCAS,2008,43,21
1,LUCAS,2008,44,126
1,LUCAS,2008,45,77
1,LUCAS,2008,46,6
1,LUCAS,2008,47,33
1,LUCAS,2008,48,5
1,LUCAS,2008,49,97
1,LUCAS,2008,50,55
1,LUCAS,2008,51,73
1,LUCAS,2008,52,32
1,LUCAS,2008,53,37
1,LUCAS,2008,54,84
1,LUCAS,2008,55,25
1,LUCAS,2008,56,70
1,LUCAS,2008,57,117
1,LUCAS,2008,58,23
1,LUCAS,2008,59,357
1,LUCAS,2008,60,94
1,LUCAS,2008,61,37
1,LUCAS,2008,62,214
1,LUCAS,2008,63,69
1,LUCAS,2008,64,60
1,LUCAS,2008,65,24
1,LUCAS,2008,66,46
1,LUCAS,2008,67,129
1,LUCAS,2008,68,91
1,LUCAS,2008,69,198
1,LUCAS,2008,70,13
1,LUCAS,2008,71,62
1,LUCAS,2008,72,81
1,LUCAS,2008,73,54
1,LUCAS,2008,74,80
1,LUCAS,2008,75,192
1,LUCAS,2008,76,183
1,LUCAS,2008,77,138
1,LUCAS,2008,78,141
1,LUCAS,2008,79,42
1,LUCAS,2008,80,98
1,LUCAS,2008,81,39
1,LUCAS,2008,82,24
1,LUCAS,2008,83,81
1,LUCAS,2008,84,55
1,LUCAS,2008,85,86
1,LUCAS,2008,86,57
1,LUCAS,2008,87,47
1,LUCAS,2008,88,51
1,LUCAS,2008,89,40
1,LUCAS,2008,90,18
1,LUCAS,2008,91,167
1,LUCAS,2008,92,146
1,LUCAS,2008,93,102
1,LUCAS,2008,94,127
1,LUCAS,2008,95,163
1,LUCAS,2008,971,33
1,LUCAS,2008,972,35
1,LUCAS,2008,973,14
1,LUCAS,2008,974,154
1,LUCAS,2009,01,50
1,LUCAS,2009,02,78
1,LUCAS,2009,03,45
1,LUCAS,2009,04,13
1,LUCAS,2009,05,10
1,LUCAS,2009,06,97
1,LUCAS,2009,07,26
1,LUCAS,2009,08,34
1,LUCAS,2009,09,17
1,LUCAS,2009,10,37
1,LUCAS,2009,11,42
1,LUCAS,2009,12,23
1,LUCAS,2009,13,204
1,LUCAS,2009,14,100
1,LUCAS,2009,15,16
1,LUCAS,2009,16,48
1,LUCAS,2009,17,68
1,LUCAS,2009,18,36
1,LUCAS,2009,19,38
1,LUCAS,2009,20,36
1,LUCAS,2009,21,78
1,LUCAS,2009,22,54
1,LUCAS,2009,23,8
1,LUCAS,2009,24,33
1,LUCAS,2009,25,90
1,LUCAS,2009,26,34
1,LUCAS,2009,27,41
1,LUCAS,2009,28,57
1,LUCAS,2009,29,78
1,LUCAS,2009,30,58
1,LUCAS,2009,31,156
1,LUCAS,2009,32,11
1,LUCAS,2009,33,165
1,LUCAS,2009,34,112
1,LUCAS,2009,35,104
1,LUCAS,2009,36,31
1,LUCAS,2009,37,62
1,LUCAS,2009,38,114
1,LUCAS,2009,39,30
1,LUCAS,2009,40,31
1,LUCAS,2009,41,40
1,LUCAS,2009,42,88
1,LUCAS,2009,43,15
1,LUCAS,2009,44,159
1,LUCAS,2009,45,94
1,LUCAS,2009,46,6
1,LUCAS,2009,47,36
1,LUCAS,2009,48,5
1,LUCAS,2009,49,100
1,LUCAS,2009,50,62
1,LUCAS,2009,51,75
1,LUCAS,2009,52,19
1,LUCAS,2009,53,30
1,LUCAS,2009,54,86
1,LUCAS,2009,55,13
1,LUCAS,2009,56,56
1,LUCAS,2009,57,120
1,LUCAS,2009,58,16
1,LUCAS,2009,59,403
1,LUCAS,2009,60,118
1,LUCAS,2009,61,34
1,LUCAS,2009,62,229
1,LUCAS,2009,63,67
1,LUCAS,2009,64,67
1,LUCAS,2009,65,30
1,LUCAS,2009,66,45
1,LUCAS,2009,67,133
1,LUCAS,2009,68,90
1,LUCAS,2009,69,207
1,LUCAS,2009,70,10
1,LUCAS,2009,71,72
1,LUCAS,2009,72,68
1,LUCAS,2009,73,46
1,LUCAS,2009,74,86
1,LUCAS,2009,75,221
1,LUCAS,2009,76,185
1,LUCAS,2009,77,170
1,LUCAS,2009,78,202
1,LUCAS,2009,79,34
1,LUCAS,2009,80,82
1,LUCAS,2009,81,44
1,LUCAS,2009,82,28
1,LUCAS,2009,83,93
1,LUCAS,2009,84,68
1,LUCAS,2009,85,90
1,LUCAS,2009,86,59
1,LUCAS,2009,87,55
1,LUCAS,2009,88,71
1,LUCAS,2009,89,43
1,LUCAS,2009,90,19
1,LUCAS,2009,91,136
1,LUCAS,2009,92,171
1,LUCAS,2009,93,100
1,LUCAS,2009,94,143
1,LUCAS,2009,95,151
1,LUCAS,2009,971,35
1,LUCAS,2009,972,18
1,LUCAS,2009,973,24
1,LUCAS,2009,974,148
1,LUCAS,2010,01,40
1,LUCAS,2010,02,72
1,LUCAS,2010,03,52
1,LUCAS,2010,04,11
1,LUCAS,2010,05,14
1,LUCAS,2010,06,82
1,LUCAS,2010,07,21
1,LUCAS,2010,08,29
1,LUCAS,2010,09,14
1,LUCAS,2010,10,27
1,LUCAS,2010,11,38
1,LUCAS,2010,12,32
1,LUCAS,2010,13,162
1,LUCAS,2010,14,83
1,LUCAS,2010,15,14
1,LUCAS,2010,16,31
1,LUCAS,2010,17,55
1,LUCAS,2010,18,38
1,LUCAS,2010,19,30
1,LUCAS,2010,20,31
1,LUCAS,2010,21,46
1,LUCAS,2010,22,37
1,LUCAS,2010,23,6
1,LUCAS,2010,24,42
1,LUCAS,2010,25,64
1,LUCAS,2010,26,41
1,LUCAS,2010,27,43
1,LUCAS,2010,28,41
1,LUCAS,2010,29,82
1,LUCAS,2010,30,50
1,LUCAS,2010,31,157
1,LUCAS,2010,32,15
1,LUCAS,2010,33,140
1,LUCAS,2010,34,107
1,LUCAS,2010,35,110
1,LUCAS,2010,36,28
1,LUCAS,2010,37,67
1,LUCAS,2010,38,104
1,LUCAS,2010,39,17
1,LUCAS,2010,40,43
1,LUCAS,2010,41,30
1,LUCAS,2010,42,97
1,LUCAS,2010,43,6
1,LUCAS,2010,44,156
1,LUCAS,2010,45,59
1,LUCAS,2010,46,13
1,LUCAS,2010,47,31
1,LUCAS,2010,48,6
1,LUCAS,2010,49,115
1,LUCAS,2010,50,67
1,LUCAS,2010,51,71
1,LUCAS,2010,52,15
1,LUCAS,2010,53,43
1,LUCAS,2010,54,73
1,LUCAS,2010,55,21
1,LUCAS,2010,56,76
1,LUCAS,2010,57,99
1,LUCAS,2010,58,22
1,LUCAS,2010,59,395
1,LUCAS,2010,60,98
1,LUCAS,2010,61,31
1,LUCAS,2010,62,207
1,LUCAS,2010,63,81
1,LUCAS,2010,64,79
1,LUCAS,2010,65,17
1,LUCAS,2010,66,44
1,LUCAS,2010,67,123
1,LUCAS,2010,68,72
1,LUCAS,2010,69,217
1,LUCAS,2010,70,19
1,LUCAS,2010,71,65
1,LUCAS,2010,72,66
1,LUCAS,2010,73,47
1,LUCAS,2010,74,60
1,LUCAS,2010,75,186
1,LUCAS,2010,76,216
1,LUCAS,2010,77,143
1,LUCAS,2010,78,145
1,LUCAS,2010,79,33
1,LUCAS,2010,80,103
1,LUCAS,2010,81,27
1,LUCAS,2010,82,23
1,LUCAS,2010,83,70
1,LUCAS,2010,84,51
1,LUCAS,2010,85,57
1,LUCAS,2010,86,45
1,LUCAS,2010,87,34
1,LUCAS,2010,88,45
1,LUCAS,2010,89,40
1,LUCAS,2010,90,19
1,LUCAS,2010,91,133
1,LUCAS,2010,92,186
1,LUCAS,2010,93,109
1,LUCAS,2010,94,145
1,LUCAS,2010,95,138
1,LUCAS,2010,971,41
1,LUCAS,2010,972,34
1,LUCAS,2010,973,16
1,LUCAS,2010,974,148
1,LUCAS,2011,01,40
1,LUCAS,2011,02,63
1,LUCAS,2011,03,24
1,LUCAS,2011,04,8
1,LUCAS,2011,05,8
1,LUCAS,2011,06,73
1,LUCAS,2011,07,31
1,LUCAS,2011,08,17
1,LUCAS,2011,09,15
1,LUCAS,2011,10,35
1,LUCAS,2011,11,26
1,LUCAS,2011,12,26
1,LUCAS,2011,13,153
1,LUCAS,2011,14,79
1,LUCAS,2011,15,25
1,LUCAS,2011,16,30
1,LUCAS,2011,17,50
1,LUCAS,2011,18,26
1,LUCAS,2011,19,27
1,LUCAS,2011,20,24
1,LUCAS,2011,21,61
1,LUCAS,2011,22,35
1,LUCAS,2011,23,6
1,LUCAS,2011,24,28
1,LUCAS,2011,25,61
1,LUCAS,2011,26,35
1,LUCAS,2011,27,28
1,LUCAS,2011,28,57
1,LUCAS,2011,29,62
1,LUCAS,2011,30,45
1,LUCAS,2011,31,143
1,LUCAS,2011,32,13
1,LUCAS,2011,33,151
1,LUCAS,2011,34,97
1,LUCAS,2011,35,82
1,LUCAS,2011,36,21
1,LUCAS,2011,37,48
1,LUCAS,2011,38,99
1,LUCAS,2011,39,26
1,LUCAS,2011,40,30
1,LUCAS,2011,41,33
1,LUCAS,2011,42,64
1,LUCAS,2011,43,12
1,LUCAS,2011,44,118
1,LUCAS,2011,45,62
1,LUCAS,2011,46,7
1,LUCAS,2011,47,30
1,LUCAS,2011,49,84
1,LUCAS,2011,50,47
1,LUCAS,2011,51,59
1,LUCAS,2011,52,9
1,LUCAS,2011,53,26
1,LUCAS,2011,54,88
1,LUCAS,2011,55,23
1,LUCAS,2011,56,76
1,LUCAS,2011,57,106
1,LUCAS,2011,58,19
1,LUCAS,2011,59,324
1,LUCAS,2011,60,99
1,LUCAS,2011,61,26
1,LUCAS,2011,62,182
1,LUCAS,2011,63,72
1,LUCAS,2011,64,73
1,LUCAS,2011,65,28
1,LUCAS,2011,66,34
1,LUCAS,2011,67,111
1,LUCAS,2011,68,63
1,LUCAS,2011,69,187
1,LUCAS,2011,70,7
1,LUCAS,2011,71,48
1,LUCAS,2011,72,45
1,LUCAS,2011,73,32
1,LUCAS,2011,74,83
1,LUCAS,2011,75,192
1,LUCAS,2011,76,150
1,LUCAS,2011,77,129
1,LUCAS,2011,78,115
1,LUCAS,2011,79,39
1,LUCAS,2011,80,70
1,LUCAS,2011,81,29
1,LUCAS,2011,82,22
1,LUCAS,2011,83,65
1,LUCAS,2011,84,53
1,LUCAS,2011,85,61
1,LUCAS,2011,86,35
1,LUCAS,2011,87,46
1,LUCAS,2011,88,25
1,LUCAS,2011,89,29
1,LUCAS,2011,90,17
1,LUCAS,2011,91,120
1,LUCAS,2011,92,164
1,LUCAS,2011,93,99
1,LUCAS,2011,94,121
1,LUCAS,2011,95,119
1,LUCAS,2011,971,28
1,LUCAS,2011,972,32
1,LUCAS,2011,973,18
1,LUCAS,2011,974,139
1,LUCAS,2012,01,39
1,LUCAS,2012,02,55
1,LUCAS,2012,03,36
1,LUCAS,2012,04,11
1,LUCAS,2012,05,14
1,LUCAS,2012,06,71
1,LUCAS,2012,07,19
1,LUCAS,2012,08,17
1,LUCAS,2012,09,7
1,LUCAS,2012,10,27
1,LUCAS,2012,11,32
1,LUCAS,2012,12,27
1,LUCAS,2012,13,170
1,LUCAS,2012,14,78
1,LUCAS,2012,15,17
1,LUCAS,2012,16,29
1,LUCAS,2012,17,66
1,LUCAS,2012,18,14
1,LUCAS,2012,19,21
1,LUCAS,2012,20,17
1,LUCAS,2012,21,58
1,LUCAS,2012,22,38
1,LUCAS,2012,23,7
1,LUCAS,2012,24,42
1,LUCAS,2012,25,51
1,LUCAS,2012,26,34
1,LUCAS,2012,27,40
1,LUCAS,2012,28,37
1,LUCAS,2012,29,82
1,LUCAS,2012,30,44
1,LUCAS,2012,31,123
1,LUCAS,2012,32,10
1,LUCAS,2012,33,136
1,LUCAS,2012,34,79
1,LUCAS,2012,35,81
1,LUCAS,2012,36,14
1,LUCAS,2012,37,44
1,LUCAS,2012,38,94
1,LUCAS,2012,39,14
1,LUCAS,2012,40,23
1,LUCAS,2012,41,32
1,LUCAS,2012,42,63
1,LUCAS,2012,43,5
1,LUCAS,2012,44,135
1,LUCAS,2012,45,61
1,LUCAS,2012,46,8
1,LUCAS,2012,47,41
1,LUCAS,2012,48,5
1,LUCAS,2012,49,102
1,LUCAS,2012,50,44
1,LUCAS,2012,51,53
1,LUCAS,2012,52,15
1,LUCAS,2012,53,21
1,LUCAS,2012,54,66
1,LUCAS,2012,55,20
1,LUCAS,2012,56,59
1,LUCAS,2012,57,85
1,LUCAS,2012,58,17
1,LUCAS,2012,59,291
1,LUCAS,2012,60,67
1,LUCAS,2012,61,32
1,LUCAS,2012,62,167
1,LUCAS,2012,63,65
1,LUCAS,2012,64,56
1,LUCAS,2012,65,16
1,LUCAS,2012,66,40
1,LUCAS,2012,67,109
1,LUCAS,2012,68,70
1,LUCAS,2012,69,147
1,LUCAS,2012,70,10
1,LUCAS,2012,71,58
1,LUCAS,2012,72,63
1,LUCAS,2012,73,44
1,LUCAS,2012,74,70
1,LUCAS,2012,75,175
1,LUCAS,2012,76,155
1,LUCAS,2012,77,115
1,LUCAS,2012,78,110
1,LUCAS,2012,79,30
1,LUCAS,2012,80,64
1,LUCAS,2012,81,25
1,LUCAS,2012,82,19
1,LUCAS,2012,83,72
1,LUCAS,2012,84,62
1,LUCAS,2012,85,48
1,LUCAS,2012,86,51
1,LUCAS,2012,87,44
1,LUCAS,2012,88,38
1,LUCAS,2012,89,23
1,LUCAS,2012,90,13
1,LUCAS,2012,91,97
1,LUCAS,2012,92,131
1,LUCAS,2012,93,121
1,LUCAS,2012,94,116
1,LUCAS,2012,95,95
1,LUCAS,2012,971,28
1,LUCAS,2012,972,24
1,LUCAS,2012,973,13
1,LUCAS,2012,974,108
1,LUCAS,2013,01,31
1,LUCAS,2013,02,48
1,LUCAS,2013,03,36
1,LUCAS,2013,04,6
1,LUCAS,2013,05,12
1,LUCAS,2013,06,81
1,LUCAS,2013,07,29
1,LUCAS,2013,08,19
1,LUCAS,2013,09,12
1,LUCAS,2013,10,28
1,LUCAS,2013,11,22
1,LUCAS,2013,12,22
1,LUCAS,2013,13,136
1,LUCAS,2013,14,75
1,LUCAS,2013,15,13
1,LUCAS,2013,16,28
1,LUCAS,2013,17,51
1,LUCAS,2013,18,23
1,LUCAS,2013,19,27
1,LUCAS,2013,20,18
1,LUCAS,2013,21,54
1,LUCAS,2013,22,34
1,LUCAS,2013,23,8
1,LUCAS,2013,24,29
1,LUCAS,2013,25,47
1,LUCAS,2013,26,32
1,LUCAS,2013,27,32
1,LUCAS,2013,28,36
1,LUCAS,2013,29,68
1,LUCAS,2013,30,57
1,LUCAS,2013,31,117
1,LUCAS,2013,32,6
1,LUCAS,2013,33,140
1,LUCAS,2013,34,90
1,LUCAS,2013,35,89
1,LUCAS,2013,36,14
1,LUCAS,2013,37,56
1,LUCAS,2013,38,103
1,LUCAS,2013,39,15
1,LUCAS,2013,40,21
1,LUCAS,2013,41,34
1,LUCAS,2013,42,79
1,LUCAS,2013,43,11
1,LUCAS,2013,44,119
1,LUCAS,2013,45,58
1,LUCAS,2013,46,6
1,LUCAS,2013,47,49
1,LUCAS,2013,48,3
1,LUCAS,2013,49,104
1,LUCAS,2013,50,44
1,LUCAS,2013,51,61
1,LUCAS,2013,52,11
1,LUCAS,2013,53,30
1,LUCAS,2013,54,77
1,LUCAS,2013,55,14
1,LUCAS,2013,56,64
1,LUCAS,2013,57,82
1,LUCAS,2013,58,24
1,LUCAS,2013,59,294
1,LUCAS,2013,60,71
1,LUCAS,2013,61,37
1,LUCAS,2013,62,148
1,LUCAS,2013,63,54
1,LUCAS,2013,64,50
1,LUCAS,2013,65,18
1,LUCAS,2013,66,41
1,LUCAS,2013,67,112
1,LUCAS,2013,68,51
1,LUCAS,2013,69,181
1,LUCAS,2013,70,9
1,LUCAS,2013,71,48
1,LUCAS,2013,72,52
1,LUCAS,2013,73,40
1,LUCAS,2013,74,91
1,LUCAS,2013,75,165
1,LUCAS,2013,76,134
1,LUCAS,2013,77,89
1,LUCAS,2013,78,108
1,LUCAS,2013,79,29
1,LUCAS,2013,80,57
1,LUCAS,2013,81,34
1,LUCAS,2013,82,14
1,LUCAS,2013,83,86
1,LUCAS,2013,84,50
1,LUCAS,2013,85,58
1,LUCAS,2013,86,38
1,LUCAS,2013,87,38
1,LUCAS,2013,88,33
1,LUCAS,2013,89,32
1,LUCAS,2013,90,20
1,LUCAS,2013,91,104
1,LUCAS,2013,92,148
1,LUCAS,2013,93,98
1,LUCAS,2013,94,109
1,LUCAS,2013,95,124
1,LUCAS,2013,971,19
1,LUCAS,2013,972,32
1,LUCAS,2013,973,13
1,LUCAS,2013,974,95
1,LUCAS,2014,01,40
1,LUCAS,2014,02,41
1,LUCAS,2014,03,26
1,LUCAS,2014,04,7
1,LUCAS,2014,05,13
1,LUCAS,2014,06,71
1,LUCAS,2014,07,19
1,LUCAS,2014,08,15
1,LUCAS,2014,09,8
1,LUCAS,2014,10,23
1,LUCAS,2014,11,26
1,LUCAS,2014,12,27
1,LUCAS,2014,13,127
1,LUCAS,2014,14,82
1,LUCAS,2014,15,9
1,LUCAS,2014,16,28
1,LUCAS,2014,17,51
1,LUCAS,2014,18,22
1,LUCAS,2014,19,30
1,LUCAS,2014,20,20
1,LUCAS,2014,21,49
1,LUCAS,2014,22,45
1,LUCAS,2014,23,6
1,LUCAS,2014,24,37
1,LUCAS,2014,25,54
1,LUCAS,2014,26,29
1,LUCAS,2014,27,28
1,LUCAS,2014,28,38
1,LUCAS,2014,29,69
1,LUCAS,2014,30,42
1,LUCAS,2014,31,112
1,LUCAS,2014,32,6
1,LUCAS,2014,33,132
1,LUCAS,2014,34,87
1,LUCAS,2014,35,112
1,LUCAS,2014,36,16
1,LUCAS,2014,37,53
1,LUCAS,2014,38,92
1,LUCAS,2014,39,20
1,LUCAS,2014,40,33
1,LUCAS,2014,41,30
1,LUCAS,2014,42,61
1,LUCAS,2014,43,11
1,LUCAS,2014,44,113
1,LUCAS,2014,45,57
1,LUCAS,2014,46,4
1,LUCAS,2014,47,24
1,LUCAS,2014,48,3
1,LUCAS,2014,49,84
1,LUCAS,2014,50,40
1,LUCAS,2014,51,62
1,LUCAS,2014,52,30
1,LUCAS,2014,53,24
1,LUCAS,2014,54,54
1,LUCAS,2014,55,12
1,LUCAS,2014,56,64
1,LUCAS,2014,57,78
1,LUCAS,2014,58,7
1,LUCAS,2014,59,228
1,LUCAS,2014,60,78
1,LUCAS,2014,61,24
1,LUCAS,2014,62,134
1,LUCAS,2014,63,51
1,LUCAS,2014,64,69
1,LUCAS,2014,65,20
1,LUCAS,2014,66,28
1,LUCAS,2014,67,96
1,LUCAS,2014,68,48
1,LUCAS,2014,69,176
1,LUCAS,2014,70,4
1,LUCAS,2014,71,44
1,LUCAS,2014,72,58
1,LUCAS,2014,73,33
1,LUCAS,2014,74,76
1,LUCAS,2014,75,173
1,LUCAS,2014,76,135
1,LUCAS,2014,77,128
1,LUCAS,2014,78,119
1,LUCAS,2014,79,21
1,LUCAS,2014,80,54
1,LUCAS,2014,81,25
1,LUCAS,2014,82,20
1,LUCAS,2014,83,72
1,LUCAS,2014,84,50
1,LUCAS,2014,85,50
1,LUCAS,2014,86,45
1,LUCAS,2014,87,47
1,LUCAS,2014,88,33
1,LUCAS,2014,89,19
1,LUCAS,2014,90,9
1,LUCAS,2014,91,107
1,LUCAS,2014,92,153
1,LUCAS,2014,93,84
1,LUCAS,2014,94,132
1,LUCAS,2014,95,132
1,LUCAS,2014,971,33
1,LUCAS,2014,972,40
1,LUCAS,2014,973,15
1,LUCAS,2014,974,105
1,LUCAS,2015,01,30
1,LUCAS,2015,02,51
1,LUCAS,2015,03,35
1,LUCAS,2015,04,8
1,LUCAS,2015,05,11
1,LUCAS,2015,06,62
1,LUCAS,2015,07,17
1,LUCAS,2015,08,12
1,LUCAS,2015,09,6
1,LUCAS,2015,10,25
1,LUCAS,2015,11,24
1,LUCAS,2015,12,14
1,LUCAS,2015,13,109
1,LUCAS,2015,14,58
1,LUCAS,2015,15,15
1,LUCAS,2015,16,23
1,LUCAS,2015,17,48
1,LUCAS,2015,18,17
1,LUCAS,2015,19,26
1,LUCAS,2015,20,17
1,LUCAS,2015,21,44
1,LUCAS,2015,22,31
1,LUCAS,2015,23,6
1,LUCAS,2015,24,23
1,LUCAS,2015,25,55
1,LUCAS,2015,26,32
1,LUCAS,2015,27,31
1,LUCAS,2015,28,26
1,LUCAS,2015,29,75
1,LUCAS,2015,30,42
1,LUCAS,2015,31,125
1,LUCAS,2015,32,12
1,LUCAS,2015,33,121
1,LUCAS,2015,34,77
1,LUCAS,2015,35,79
1,LUCAS,2015,36,18
1,LUCAS,2015,37,51
1,LUCAS,2015,38,84
1,LUCAS,2015,39,19
1,LUCAS,2015,40,25
1,LUCAS,2015,41,32
1,LUCAS,2015,42,46
1,LUCAS,2015,43,8
1,LUCAS,2015,44,135
1,LUCAS,2015,45,44
1,LUCAS,2015,46,13
1,LUCAS,2015,47,28
1,LUCAS,2015,48,4
1,LUCAS,2015,49,69
1,LUCAS,2015,50,40
1,LUCAS,2015,51,48
1,LUCAS,2015,52,20
1,LUCAS,2015,53,25
1,LUCAS,2015,54,48
1,LUCAS,2015,55,17
1,LUCAS,2015,56,52
1,LUCAS,2015,57,63
1,LUCAS,2015,58,8
1,LUCAS,2015,59,201
1,LUCAS,2015,60,62
1,LUCAS,2015,61,26
1,LUCAS,2015,62,124
1,LUCAS,2015,63,57
1,LUCAS,2015,64,62
1,LUCAS,2015,65,13
1,LUCAS,2015,66,24
1,LUCAS,2015,67,93
1,LUCAS,2015,68,63
1,LUCAS,2015,69,168
1,LUCAS,2015,70,9
1,LUCAS,2015,71,37
1,LUCAS,2015,72,39
1,LUCAS,2015,73,31
1,LUCAS,2015,74,75
1,LUCAS,2015,75,178
1,LUCAS,2015,76,121
1,LUCAS,2015,77,104
1,LUCAS,2015,78,119
1,LUCAS,2015,79,31
1,LUCAS,2015,80,50
1,LUCAS,2015,81,30
1,LUCAS,2015,82,13
1,LUCAS,2015,83,56
1,LUCAS,2015,84,43
1,LUCAS,2015,85,36
1,LUCAS,2015,86,30
1,LUCAS,2015,87,43
1,LUCAS,2015,88,34
1,LUCAS,2015,89,28
1,LUCAS,2015,90,13
1,LUCAS,2015,91,107
1,LUCAS,2015,92,143
1,LUCAS,2015,93,93
1,LUCAS,2015,94,119
1,LUCAS,2015,95,114
1,LUCAS,2015,971,20
1,LUCAS,2015,972,15
1,LUCAS,2015,973,12
1,LUCAS,2015,974,100
1,LUCAS,2016,01,30
1,LUCAS,2016,02,40
1,LUCAS,2016,03,22
1,LUCAS,2016,04,7
1,LUCAS,2016,05,9
1,LUCAS,2016,06,52
1,LUCAS,2016,07,22
1,LUCAS,2016,08,16
1,LUCAS,2016,09,8
1,LUCAS,2016,10,26
1,LUCAS,2016,11,22
1,LUCAS,2016,12,15
1,LUCAS,2016,13,121
1,LUCAS,2016,14,54
1,LUCAS,2016,15,7
1,LUCAS,2016,16,18
1,LUCAS,2016,17,28
1,LUCAS,2016,18,34
1,LUCAS,2016,19,18
1,LUCAS,2016,20,15
1,LUCAS,2016,21,35
1,LUCAS,2016,22,36
1,LUCAS,2016,23,6
1,LUCAS,2016,24,15
1,LUCAS,2016,25,35
1,LUCAS,2016,26,32
1,LUCAS,2016,27,26
1,LUCAS,2016,28,29
1,LUCAS,2016,29,52
1,LUCAS,2016,30,35
1,LUCAS,2016,31,118
1,LUCAS,2016,32,5
1,LUCAS,2016,33,98
1,LUCAS,2016,34,67
